AuthorNo,pmid,name,ORCID,LastName,ForeName,Initials,affiliation,ISEmail,ISBiohub author,Suffix,BiohubAuthor,MatchName,TrustMatch,MatchType,OrcidMatch,EmailMatch,AffiliationMatch,Biohub,Biohub-Funding,Stanford,UCSF,Berkeley,Email,EqualContrib
653cfb9c-92c5-48f0-9845-922da163b01c,35940205,Antonio F M Pinto,,Pinto,Antonio F M,AFM,"Mass Spectrometry Core for Proteomics and Metabolomics, Salk Institute for Biological Studies, La Jolla, CA, USA.",,,,,,,,,,,,,,,,,
36a1722b-e940-4480-879a-db7eab2135c2,35940205,Jolene K Diedrich,,Diedrich,Jolene K,JK,"Mass Spectrometry Core for Proteomics and Metabolomics, Salk Institute for Biological Studies, La Jolla, CA, USA.",,,,,,,,,,,,,,,,,
2874631c-c899-4597-abaf-66ec8e3d8e9a,35940205,Yagmur Muftuoglu,,Muftuoglu,Yagmur,Y,"Stanford University School of Medicine, Stanford, CA, USA.",,,,,,,,,,,,,,,,,
085ef0fe-bc4f-433f-a509-fcaa26b79f88,35940205,Mariusz W Szkudlinski,http://orcid.org/0000-0002-5656-2104,Szkudlinski,Mariusz W,MW,"Trophogen, Rockville, MD, USA.",,,,,,,,,,,,,,,,,
e2feea9a-06f3-43b0-8c06-c9a01781f3bd,35940205,Alan Saghatelian,,Saghatelian,Alan,A,"Clayton Foundation Laboratory for Peptide Biology Lab, Salk Institute for Biological Studies, La Jolla, CA, USA.",,,,,,,,,,,,,,,,,
036cdcc6-475f-4322-bff7-13f776a2b863,35940205,Ron O Dror,http://orcid.org/0000-0002-6418-2793,Dror,Ron O,RO,"Department of Computer Science, Stanford University, Stanford, CA, USA.; Department of Molecular and Cellular Physiology, Stanford University School of Medicine, Stanford, CA, USA.; Department of Structural Biology, Stanford University School of Medicine, Stanford, CA, USA.; Institute for Computational and Mathematical Engineering, Stanford University, Stanford, CA, USA.",,,,,,,,,,,,,,,,,
a4d57957-162b-40c2-bc29-fb604eb5486d,35940205,Yifan Cheng,http://orcid.org/0000-0001-9535-0369,Cheng,Yifan,Y,"Department of Biochemistry and Biophysics, University of California, San Francisco, CA, USA. Yifan.Cheng@ucsf.edu.; Biophysics Graduate Program, University of California, San Francisco, CA, USA. Yifan.Cheng@ucsf.edu.; Howard Hughes Medical Institute, University of California, San Francisco, CA, USA. Yifan.Cheng@ucsf.edu.",Yes,,,,,,,,,,,,,,,,
c8e32063-58ef-4b71-b3b8-cf4ea4279c04,35940205,Aashish Manglik,http://orcid.org/0000-0002-7173-3741,Manglik,Aashish,A,"Department of Pharmaceutical Chemistry, University of California, San Francisco, CA, USA. Aashish.Manglik@ucsf.edu.; Biophysics Graduate Program, University of California, San Francisco, CA, USA. Aashish.Manglik@ucsf.edu.; Department of Anesthesia and Perioperative Care, University of California, San Francisco, CA, USA. Aashish.Manglik@ucsf.edu.; Chan Zuckerberg Biohub, San Francisco, CA, USA. Aashish.Manglik@ucsf.edu.",Yes,Yes,,,,,,,,,,,,,,,
1e6970e8-424b-4f74-b0b3-ab70ace8af91,35938400,Lili Zhu,,Zhu,Lili,L,"Gladstone Institutes, San Francisco, CA (L.Z., K.C., B.G-T., Y-S.A., R.T., N.R.S., L.L., P.Z., Y.H., A.P., F.K., A.P., N.S., A.H., M.W.C., C.A.G., J.G.v.B., R.H., B.R.C., B.G.B., N.J.K., K.S.P., D.S.).; Roddenberry Center for Stem Cell Biology and Medicine at Gladstone, San Francisco, CA (L.Z., B.G-T., Y-S.A., N.R.S., L.L., P.Z., Y.H., A.P., F.K., A.P., N.S., M.W.C., C.A.G., J.G.v.B., B.R.C., B.G.B., D.S.).",,,,,,,,,,,,,,,,,
6e5e75f6-c0b1-4d38-bade-d93b230d2234,35938400,Krishna Choudhary,,Choudhary,Krishna,K,"Gladstone Institutes, San Francisco, CA (L.Z., K.C., B.G-T., Y-S.A., R.T., N.R.S., L.L., P.Z., Y.H., A.P., F.K., A.P., N.S., A.H., M.W.C., C.A.G., J.G.v.B., R.H., B.R.C., B.G.B., N.J.K., K.S.P., D.S.).",,,,,,,,,,,,,,,,,
42b18a84-759b-4926-9081-5f6fb08e0544,35938400,Barbara Gonzalez-Teran,,Gonzalez-Teran,Barbara,B,"Gladstone Institutes, San Francisco, CA (L.Z., K.C., B.G-T., Y-S.A., R.T., N.R.S., L.L., P.Z., Y.H., A.P., F.K., A.P., N.S., A.H., M.W.C., C.A.G., J.G.v.B., R.H., B.R.C., B.G.B., N.J.K., K.S.P., D.S.).; Roddenberry Center for Stem Cell Biology and Medicine at Gladstone, San Francisco, CA (L.Z., B.G-T., Y-S.A., N.R.S., L.L., P.Z., Y.H., A.P., F.K., A.P., N.S., M.W.C., C.A.G., J.G.v.B., B.R.C., B.G.B., D.S.).",,,,,,,,,,,,,,,,,
bf1043e5-786e-4519-8762-8c006c7f2ef3,35938400,Yen-Sin Ang,,Ang,Yen-Sin,YS,"Gladstone Institutes, San Francisco, CA (L.Z., K.C., B.G-T., Y-S.A., R.T., N.R.S., L.L., P.Z., Y.H., A.P., F.K., A.P., N.S., A.H., M.W.C., C.A.G., J.G.v.B., R.H., B.R.C., B.G.B., N.J.K., K.S.P., D.S.).; Roddenberry Center for Stem Cell Biology and Medicine at Gladstone, San Francisco, CA (L.Z., B.G-T., Y-S.A., N.R.S., L.L., P.Z., Y.H., A.P., F.K., A.P., N.S., M.W.C., C.A.G., J.G.v.B., B.R.C., B.G.B., D.S.).",,,,,,,,,,,,,,,,,
0f7e6494-644c-4b12-ae28-ef4317aeaff1,35938400,Reuben Thomas,,Thomas,Reuben,R,"Gladstone Institutes, San Francisco, CA (L.Z., K.C., B.G-T., Y-S.A., R.T., N.R.S., L.L., P.Z., Y.H., A.P., F.K., A.P., N.S., A.H., M.W.C., C.A.G., J.G.v.B., R.H., B.R.C., B.G.B., N.J.K., K.S.P., D.S.).",,,,,,,,,,,,,,,,,
537517d2-ef31-40e4-bf47-73c98d0b690a,35938400,Nicole R Stone,,Stone,Nicole R,NR,"Gladstone Institutes, San Francisco, CA (L.Z., K.C., B.G-T., Y-S.A., R.T., N.R.S., L.L., P.Z., Y.H., A.P., F.K., A.P., N.S., A.H., M.W.C., C.A.G., J.G.v.B., R.H., B.R.C., B.G.B., N.J.K., K.S.P., D.S.).; Roddenberry Center for Stem Cell Biology and Medicine at Gladstone, San Francisco, CA (L.Z., B.G-T., Y-S.A., N.R.S., L.L., P.Z., Y.H., A.P., F.K., A.P., N.S., M.W.C., C.A.G., J.G.v.B., B.R.C., B.G.B., D.S.).",,,,,,,,,,,,,,,,,
5c437ae5-3c73-46e3-a04c-f5cef6f67c2b,35938400,Lei Liu,,Liu,Lei,L,"Gladstone Institutes, San Francisco, CA (L.Z., K.C., B.G-T., Y-S.A., R.T., N.R.S., L.L., P.Z., Y.H., A.P., F.K., A.P., N.S., A.H., M.W.C., C.A.G., J.G.v.B., R.H., B.R.C., B.G.B., N.J.K., K.S.P., D.S.).; Roddenberry Center for Stem Cell Biology and Medicine at Gladstone, San Francisco, CA (L.Z., B.G-T., Y-S.A., N.R.S., L.L., P.Z., Y.H., A.P., F.K., A.P., N.S., M.W.C., C.A.G., J.G.v.B., B.R.C., B.G.B., D.S.).",,,,,,,,,,,,,,,,,
7fdbc8f3-209d-4af1-a634-5d6d4ee05706,35938400,Ping Zhou,,Zhou,Ping,P,"Gladstone Institutes, San Francisco, CA (L.Z., K.C., B.G-T., Y-S.A., R.T., N.R.S., L.L., P.Z., Y.H., A.P., F.K., A.P., N.S., A.H., M.W.C., C.A.G., J.G.v.B., R.H., B.R.C., B.G.B., N.J.K., K.S.P., D.S.).; Roddenberry Center for Stem Cell Biology and Medicine at Gladstone, San Francisco, CA (L.Z., B.G-T., Y-S.A., N.R.S., L.L., P.Z., Y.H., A.P., F.K., A.P., N.S., M.W.C., C.A.G., J.G.v.B., B.R.C., B.G.B., D.S.).",,,,,,,,,,,,,,,,,
c8d9d1ce-fa19-4494-84bb-3146298f900f,35938400,Chenchen Zhu,,Zhu,Chenchen,C,"Department of Genetics, Stanford University School of Medicine, Stanford, CA (C.Z., L.S.).; Stanford Genome Technology Center, Palo Alto, CA (C.Z., L.S.).",,,,,,,,,,,,,,,,,
ef79e7b8-ef29-47cf-8e51-40d0dbea5705,35938400,Hongmei Ruan,,Ruan,Hongmei,H,"Department of Medicine (H.R., V.V., B.R.C.);, University of California, San Francisco.; Cardiovascular Research Institute (H.R., V.V., B.L.B., B.G.B.);, University of California, San Francisco.; Department of Cellular and Molecular Pharmacology (R.H., B.R.C., N.J.K.);, University of California, San Francisco.; Quantitative Biosciences Institute (R.H., N.J.K.);, University of California, San Francisco.",,,,,,,,,,,,,,,,,
2d8a1df9-9642-4e35-8747-af0b9b93f934,35938400,Yu Huang,0000-0002-9331-728X,Huang,Yu,Y,"Gladstone Institutes, San Francisco, CA (L.Z., K.C., B.G-T., Y-S.A., R.T., N.R.S., L.L., P.Z., Y.H., A.P., F.K., A.P., N.S., A.H., M.W.C., C.A.G., J.G.v.B., R.H., B.R.C., B.G.B., N.J.K., K.S.P., D.S.).; Roddenberry Center for Stem Cell Biology and Medicine at Gladstone, San Francisco, CA (L.Z., B.G-T., Y-S.A., N.R.S., L.L., P.Z., Y.H., A.P., F.K., A.P., N.S., M.W.C., C.A.G., J.G.v.B., B.R.C., B.G.B., D.S.).",,,,,,,,,,,,,,,,,
b7016fcf-95ae-443c-af3a-ed0da0824f42,35938400,Shibo Jin,,Jin,Shibo,S,"Division of Cellular and Developmental Biology, Molecular and Cell Biology Department, University of California at Berkeley (S.J.).",,,,,,,,,,,,,,,,,
c0919e93-2779-4557-adf6-d506210d21e6,35938400,Angelo Pelonero,0000-0002-7684-3771,Pelonero,Angelo,A,"Gladstone Institutes, San Francisco, CA (L.Z., K.C., B.G-T., Y-S.A., R.T., N.R.S., L.L., P.Z., Y.H., A.P., F.K., A.P., N.S., A.H., M.W.C., C.A.G., J.G.v.B., R.H., B.R.C., B.G.B., N.J.K., K.S.P., D.S.).; Roddenberry Center for Stem Cell Biology and Medicine at Gladstone, San Francisco, CA (L.Z., B.G-T., Y-S.A., N.R.S., L.L., P.Z., Y.H., A.P., F.K., A.P., N.S., M.W.C., C.A.G., J.G.v.B., B.R.C., B.G.B., D.S.).",,,,,,,,,,,,,,,,,
44b64bc9-2e60-4183-9892-53cf1049770c,35938400,Frances Koback,,Koback,Frances,F,"Gladstone Institutes, San Francisco, CA (L.Z., K.C., B.G-T., Y-S.A., R.T., N.R.S., L.L., P.Z., Y.H., A.P., F.K., A.P., N.S., A.H., M.W.C., C.A.G., J.G.v.B., R.H., B.R.C., B.G.B., N.J.K., K.S.P., D.S.).; Roddenberry Center for Stem Cell Biology and Medicine at Gladstone, San Francisco, CA (L.Z., B.G-T., Y-S.A., N.R.S., L.L., P.Z., Y.H., A.P., F.K., A.P., N.S., M.W.C., C.A.G., J.G.v.B., B.R.C., B.G.B., D.S.).",,,,,,,,,,,,,,,,,
68b10ffc-349c-4d07-94f3-d6caf0193169,35938400,Arun Padmanabhan,,Padmanabhan,Arun,A,"Gladstone Institutes, San Francisco, CA (L.Z., K.C., B.G-T., Y-S.A., R.T., N.R.S., L.L., P.Z., Y.H., A.P., F.K., A.P., N.S., A.H., M.W.C., C.A.G., J.G.v.B., R.H., B.R.C., B.G.B., N.J.K., K.S.P., D.S.).; Roddenberry Center for Stem Cell Biology and Medicine at Gladstone, San Francisco, CA (L.Z., B.G-T., Y-S.A., N.R.S., L.L., P.Z., Y.H., A.P., F.K., A.P., N.S., M.W.C., C.A.G., J.G.v.B., B.R.C., B.G.B., D.S.).",,,,,,,,,,,,,,,,,
0a9cdd05-7fa4-49b9-baf6-2416c3db5689,35938400,Nandhini Sadagopan,,Sadagopan,Nandhini,N,"Gladstone Institutes, San Francisco, CA (L.Z., K.C., B.G-T., Y-S.A., R.T., N.R.S., L.L., P.Z., Y.H., A.P., F.K., A.P., N.S., A.H., M.W.C., C.A.G., J.G.v.B., R.H., B.R.C., B.G.B., N.J.K., K.S.P., D.S.).; Roddenberry Center for Stem Cell Biology and Medicine at Gladstone, San Francisco, CA (L.Z., B.G-T., Y-S.A., N.R.S., L.L., P.Z., Y.H., A.P., F.K., A.P., N.S., M.W.C., C.A.G., J.G.v.B., B.R.C., B.G.B., D.S.).",,,,,,,,,,,,,,,,,
404e06cb-f59a-44eb-a1da-63fe7848d1c5,35938400,Austin Hsu,,Hsu,Austin,A,"Gladstone Institutes, San Francisco, CA (L.Z., K.C., B.G-T., Y-S.A., R.T., N.R.S., L.L., P.Z., Y.H., A.P., F.K., A.P., N.S., A.H., M.W.C., C.A.G., J.G.v.B., R.H., B.R.C., B.G.B., N.J.K., K.S.P., D.S.).",,,,,,,,,,,,,,,,,
0a780971-50e5-4492-a51e-b4df79e6edb1,35938400,Mauro W Costa,0000-0003-3579-8625,Costa,Mauro W,MW,"Gladstone Institutes, San Francisco, CA (L.Z., K.C., B.G-T., Y-S.A., R.T., N.R.S., L.L., P.Z., Y.H., A.P., F.K., A.P., N.S., A.H., M.W.C., C.A.G., J.G.v.B., R.H., B.R.C., B.G.B., N.J.K., K.S.P., D.S.).; Roddenberry Center for Stem Cell Biology and Medicine at Gladstone, San Francisco, CA (L.Z., B.G-T., Y-S.A., N.R.S., L.L., P.Z., Y.H., A.P., F.K., A.P., N.S., M.W.C., C.A.G., J.G.v.B., B.R.C., B.G.B., D.S.).",,,,,,,,,,,,,,,,,
24f75515-dee8-49ef-b64a-7a792d05b4ff,35938400,Casey A Gifford,,Gifford,Casey A,CA,"Gladstone Institutes, San Francisco, CA (L.Z., K.C., B.G-T., Y-S.A., R.T., N.R.S., L.L., P.Z., Y.H., A.P., F.K., A.P., N.S., A.H., M.W.C., C.A.G., J.G.v.B., R.H., B.R.C., B.G.B., N.J.K., K.S.P., D.S.).; Roddenberry Center for Stem Cell Biology and Medicine at Gladstone, San Francisco, CA (L.Z., B.G-T., Y-S.A., N.R.S., L.L., P.Z., Y.H., A.P., F.K., A.P., N.S., M.W.C., C.A.G., J.G.v.B., B.R.C., B.G.B., D.S.).",,,,,,,,,,,,,,,,,
2d4bd8e9-5f96-4906-b92f-df67e7200a9d,35938400,Joke G van Bemmel,0000-0001-7034-3664,van Bemmel,Joke G,JG,"Gladstone Institutes, San Francisco, CA (L.Z., K.C., B.G-T., Y-S.A., R.T., N.R.S., L.L., P.Z., Y.H., A.P., F.K., A.P., N.S., A.H., M.W.C., C.A.G., J.G.v.B., R.H., B.R.C., B.G.B., N.J.K., K.S.P., D.S.).; Roddenberry Center for Stem Cell Biology and Medicine at Gladstone, San Francisco, CA (L.Z., B.G-T., Y-S.A., N.R.S., L.L., P.Z., Y.H., A.P., F.K., A.P., N.S., M.W.C., C.A.G., J.G.v.B., B.R.C., B.G.B., D.S.).",,,,,,,,,,,,,,,,,
e6b29ebf-7e81-4360-a0de-815c8d2e57f3,35938400,Ruth Hüttenhain,0000-0002-0896-5910,Hüttenhain,Ruth,R,"Gladstone Institutes, San Francisco, CA (L.Z., K.C., B.G-T., Y-S.A., R.T., N.R.S., L.L., P.Z., Y.H., A.P., F.K., A.P., N.S., A.H., M.W.C., C.A.G., J.G.v.B., R.H., B.R.C., B.G.B., N.J.K., K.S.P., D.S.).",,,,,,,,,,,,,,,,,
dbb6c1a0-af47-4ee8-84d7-178b21f0fefe,35938400,Vasanth Vedantham,0000-0003-1032-700X,Vedantham,Vasanth,V,"Department of Medicine (H.R., V.V., B.R.C.);, University of California, San Francisco.; Cardiovascular Research Institute (H.R., V.V., B.L.B., B.G.B.);, University of California, San Francisco.",,,,,,,,,,,,,,,,,
fffd22e7-0ff0-491a-bff8-16ae168df8d4,35938400,Bruce R Conklin,,Conklin,Bruce R,BR,"Gladstone Institutes, San Francisco, CA (L.Z., K.C., B.G-T., Y-S.A., R.T., N.R.S., L.L., P.Z., Y.H., A.P., F.K., A.P., N.S., A.H., M.W.C., C.A.G., J.G.v.B., R.H., B.R.C., B.G.B., N.J.K., K.S.P., D.S.).; Roddenberry Center for Stem Cell Biology and Medicine at Gladstone, San Francisco, CA (L.Z., B.G-T., Y-S.A., N.R.S., L.L., P.Z., Y.H., A.P., F.K., A.P., N.S., M.W.C., C.A.G., J.G.v.B., B.R.C., B.G.B., D.S.).; Department of Medicine (H.R., V.V., B.R.C.);, University of California, San Francisco.; Department of Cellular and Molecular Pharmacology (R.H., B.R.C., N.J.K.);, University of California, San Francisco.",,,,,,,,,,,,,,,,,
1df38598-8db7-48ca-bee1-e8b47e21bac6,35938400,Brian L Black,0000-0002-6664-8913,Black,Brian L,BL,"Cardiovascular Research Institute (H.R., V.V., B.L.B., B.G.B.);, University of California, San Francisco.",,,,,,,,,,,,,,,,,
3c29d813-d4fd-4273-9b45-e830ad12a1b8,35938400,Benoit G Bruneau,,Bruneau,Benoit G,BG,"Gladstone Institutes, San Francisco, CA (L.Z., K.C., B.G-T., Y-S.A., R.T., N.R.S., L.L., P.Z., Y.H., A.P., F.K., A.P., N.S., A.H., M.W.C., C.A.G., J.G.v.B., R.H., B.R.C., B.G.B., N.J.K., K.S.P., D.S.).; Roddenberry Center for Stem Cell Biology and Medicine at Gladstone, San Francisco, CA (L.Z., B.G-T., Y-S.A., N.R.S., L.L., P.Z., Y.H., A.P., F.K., A.P., N.S., M.W.C., C.A.G., J.G.v.B., B.R.C., B.G.B., D.S.).; Cardiovascular Research Institute (H.R., V.V., B.L.B., B.G.B.);, University of California, San Francisco.; Department of Pediatrics (B.G.B., D.S.);, University of California, San Francisco.",,,,,,,,,,,,,,,,,
fb48d1cb-b63c-4038-bdb2-b89e91bec42e,35938400,Lars Steinmetz,,Steinmetz,Lars,L,"Department of Genetics, Stanford University School of Medicine, Stanford, CA (C.Z., L.S.).; Stanford Genome Technology Center, Palo Alto, CA (C.Z., L.S.).; European Molecular Biology Laboratory, Genome Biology Unit, Heidelberg, Germany (L.S.).",,,,,,,,,,,,,,,,,
c06ffdbd-f68c-43b4-98de-63acdddccddb,35938400,Nevan J Krogan,0000-0003-4902-337X,Krogan,Nevan J,NJ,"Gladstone Institutes, San Francisco, CA (L.Z., K.C., B.G-T., Y-S.A., R.T., N.R.S., L.L., P.Z., Y.H., A.P., F.K., A.P., N.S., A.H., M.W.C., C.A.G., J.G.v.B., R.H., B.R.C., B.G.B., N.J.K., K.S.P., D.S.).; Department of Cellular and Molecular Pharmacology (R.H., B.R.C., N.J.K.);, University of California, San Francisco.; Quantitative Biosciences Institute (R.H., N.J.K.);, University of California, San Francisco.",,,,,,,,,,,,,,,,,
72437a4b-9726-4554-8226-a7f8589d719e,35938400,Katherine S Pollard,,Pollard,Katherine S,KS,"Gladstone Institutes, San Francisco, CA (L.Z., K.C., B.G-T., Y-S.A., R.T., N.R.S., L.L., P.Z., Y.H., A.P., F.K., A.P., N.S., A.H., M.W.C., C.A.G., J.G.v.B., R.H., B.R.C., B.G.B., N.J.K., K.S.P., D.S.).; Department of Epidemiology and Biostatistics, Institute for Computational Health Sciences and Institute for Human Genetics (K.S.P.);, University of California, San Francisco.; Chan Zuckerberg Biohub, San Francisco, CA (K.S.P).",,Yes,,Investigator,"Pollard, Katie",Yes,FN-MI,,,,,,,,,,
a75d5c57-1e5c-4c68-af89-bda5fc7a0f07,35938400,Deepak Srivastava,0000-0002-3480-5953,Srivastava,Deepak,D,"Gladstone Institutes, San Francisco, CA (L.Z., K.C., B.G-T., Y-S.A., R.T., N.R.S., L.L., P.Z., Y.H., A.P., F.K., A.P., N.S., A.H., M.W.C., C.A.G., J.G.v.B., R.H., B.R.C., B.G.B., N.J.K., K.S.P., D.S.).; Roddenberry Center for Stem Cell Biology and Medicine at Gladstone, San Francisco, CA (L.Z., B.G-T., Y-S.A., N.R.S., L.L., P.Z., Y.H., A.P., F.K., A.P., N.S., M.W.C., C.A.G., J.G.v.B., B.R.C., B.G.B., D.S.).; Department of Pediatrics (B.G.B., D.S.);, University of California, San Francisco.; Department of Biochemistry and Biophysics (D.S.), University of California, San Francisco.",,,,Collaborator,"Srivastava, Deepak",Yes,FN-NMI,,,,,,,,,,
ee860ab9-92fc-4f57-8c10-a2cad564449a,35880301,FuiBoon Kai,,Kai,FuiBoon,F,"Department of Surgery, Center for Bioengineering and Tissue Regeneration, University of California San Francisco, San Francisco, CA, USA.",,,,,,,,,,,,,,,,,
5e77f678-1fcd-4b97-b3ae-261c6ccf9a77,35880301,Guanqing Ou,,Ou,Guanqing,G,"Department of Surgery, Center for Bioengineering and Tissue Regeneration, University of California San Francisco, San Francisco, CA, USA.",,,,,,,,,,,,,,,,,
1dabd6ef-6b25-4292-a31d-fd9f3ef37d0b,35880301,Richard W Tourdot,,Tourdot,Richard W,RW,"Department of Bioengineering, University of Pennsylvania, Philadelphia, PA, USA.; Department of Chemical and Biomolecular Engineering, University of Pennsylvania, Philadelphia, PA, USA.",,,,,,,,,,,,,,,,,
5e07c7b9-b9cc-4f57-9327-9e91675c7d44,35880301,Connor Stashko,,Stashko,Connor,C,"Department of Surgery, Center for Bioengineering and Tissue Regeneration, University of California San Francisco, San Francisco, CA, USA.",,,,,,,,,,,,,,,,,
0dda4887-b86b-438e-a849-822224482414,35880301,Guido Gaietta,,Gaietta,Guido,G,"Scintillon Institute, San Diego, CA, USA.",,,,,,,,,,,,,,,,,
7281952b-5e1b-4863-8acf-e85f62e863ca,35880301,Mark F Swift,0000-0001-5663-0798,Swift,Mark F,MF,"Scintillon Institute, San Diego, CA, USA.",,,,,,,,,,,,,,,,,
350c9865-b6fc-4aa3-a9d7-ec1496f50464,35880301,Niels Volkmann,0000-0003-1328-6426,Volkmann,Niels,N,"Scintillon Institute, San Diego, CA, USA.; Structural Image Analysis Unit, Department of Structural Biology and Chemistry, Institut Pasteur, Université Paris Cité, CNRS UMR3528, Paris, France.",,,,,,,,,,,,,,,,,
c0d9d51a-e950-4be8-882d-ba4172ac94ca,35880301,Alexandra F Long,,Long,Alexandra F,AF,"Tetrad Graduate Program, University of California San Francisco, San Francisco, CA, USA.; Department of Bioengineering and Therapeutic Sciences, Department of Cell & Tissue Biology, University of California San Francisco, San Francisco, CA, USA.",,,,,,,,,,,,,,,,,
f72b04cc-4bf6-4b18-b082-d58b7ed3255a,35880301,Yulong Han,,Han,Yulong,Y,"Department of Mechanical Engineering, Massachusetts Institute of Technology, Cambridge, MA, USA.",,,,,,,,,,,,,,,,,
b5b10b47-b0fd-4539-9417-e6960a54b2d1,35880301,Hector H Huang,0000-0003-0908-9008,Huang,Hector H,HH,"Department of Laboratory Medicine, University of California San Francisco, San Francisco, CA, USA.",,,,,,,,,,,,,,,,,
3c0fdfea-4af9-4f87-9f49-79b075ce50b6,35880301,Jason J Northey,,Northey,Jason J,JJ,"Department of Surgery, Center for Bioengineering and Tissue Regeneration, University of California San Francisco, San Francisco, CA, USA.",,,,,,,,,,,,,,,,,
312a9a08-9a4d-4aab-b151-485d401a4cc8,35880301,Andrew M Leidal,0000-0002-4001-3266,Leidal,Andrew M,AM,"Department of Pathology, University of California San Francisco, San Francisco, CA, USA.",,,,,,,,,,,,,,,,,
672f17b6-b955-406c-825b-9b3bfb82d2d9,35880301,Virgile Viasnoff,,Viasnoff,Virgile,V,"Mechanobiology Institute, National University of Singapore, Singapore City, Singapore.",,,,,,,,,,,,,,,,,
bca94522-9b79-4438-9651-8128014708ee,35880301,David M Bryant,0000-0003-2721-5012,Bryant,David M,DM,"Cancer Research UK Beatson Institute, Glasgow, UK.",,,,,,,,,,,,,,,,,
3e2130fd-35f1-44ef-990f-196ecb572f2a,35880301,Wei Guo,,Guo,Wei,W,"Department of Biology, University of Pennsylvania, Philadelphia, PA, USA.",,,,,,,,,,,,,,,,,
4cc87db2-7ab8-4db8-88c9-125f9a98c2a1,35880301,Arun P Wiita,,Wiita,Arun P,AP,"Department of Laboratory Medicine, University of California San Francisco, San Francisco, CA, USA.",,,,,,,,,,,,,,,,,
d865306c-5642-4294-b214-6e8ba6d8c6d4,35880301,Ming Guo,,Guo,Ming,M,"Department of Mechanical Engineering, Massachusetts Institute of Technology, Cambridge, MA, USA.",,,,,,,,,,,,,,,,,
46e82bfb-28da-416a-a28e-c1c74ab4e8ab,35880301,Sophie Dumont,0000-0002-8283-1523,Dumont,Sophie,S,"Department of Bioengineering and Therapeutic Sciences, Department of Cell & Tissue Biology, University of California San Francisco, San Francisco, CA, USA.; Chan Zuckerberg Biohub, San Francisco, CA, USA.",,Yes,,Investigator,"Dumont, Sophie",Yes,FN-NMI,,,,,,,,,,
25a73640-8c89-4efa-b873-82e0d47e35aa,35880301,Dorit Hanein,0000-0002-6072-4946,Hanein,Dorit,D,"Scintillon Institute, San Diego, CA, USA.; Structural Studies of Macromolecular Machines in Cellulo Unit, Department of Structural Biology and Chemistry, Institut Pasteur, Université Paris Cité, CNRS UMR3528, Paris, France.",,,,,,,,,,,,,,,,,
57fc6c6d-7c49-49d6-a425-e99fd7d8be73,35880301,Ravi Radhakrishnan,0000-0003-0686-2851,Radhakrishnan,Ravi,R,"Department of Bioengineering, University of Pennsylvania, Philadelphia, PA, USA.; Department of Chemical and Biomolecular Engineering, University of Pennsylvania, Philadelphia, PA, USA.",,,,,,,,,,,,,,,,,
edfa6ead-fc95-429b-98bc-c97cd14f0d7f,35880301,Valerie M Weaver,0000-0003-4786-6752,Weaver,Valerie M,VM,"Department of Surgery, Center for Bioengineering and Tissue Regeneration, University of California San Francisco, San Francisco, CA, USA.; Departments of Radiation Oncology and Bioengineering and Therapeutic Sciences, Eli and Edythe Broad Center of Regeneration Medicine and Stem Cell Research, University of California San Francisco, San Francisco, CA, USA.; UCSF Helen Diller Family Comprehensive Cancer Center, University of California San Francisco, San Francisco, CA, USA.",,,,,,,,,,,,,,,,,
a1170394-c37d-4833-95c8-c0000500a188,35863352,Wan Chen Lin,,Lin,Wan Chen,WC,"Helen Wills Neuroscience Institute, University of California Berkeley, Berkeley, CA 94720, USA.",,,,,,,,,,,,,,,,,
d082d647-ace5-46c1-be74-f6b120a0cffa,35863352,Christine Liu,,Liu,Christine,C,"Helen Wills Neuroscience Institute, University of California Berkeley, Berkeley, CA 94720, USA.",,,,,,,,,,,,,,,,,
cea05e56-cc6d-4ca6-99a5-c7b3177b507a,35863352,Polina Kosillo,,Kosillo,Polina,P,"Department of Molecular and Cellular Biology, University of California Berkeley, Berkeley, CA 94720, USA.",,,,,,,,,,,,,,,,,
4986cbe8-5c41-4f35-8ced-116a55c260c1,35863352,Lung-Hao Tai,,Tai,Lung-Hao,LH,"Helen Wills Neuroscience Institute, University of California Berkeley, Berkeley, CA 94720, USA.",,,,,,,,,,,,,,,,,
88c908db-b355-4cab-87e8-b6b2b4bf899e,35863352,Ezequiel Galarce,,Galarce,Ezequiel,E,"Robert Wood Johnson Foundation Health and Society Scholar, University of California Berkeley, Berkeley, CA 94720, USA.",,,,,,,,,,,,,,,,,
40ca8baa-9b74-4b42-8701-29a888bb1e4f,35863352,Helen S Bateup,,Bateup,Helen S,HS,"Helen Wills Neuroscience Institute, University of California Berkeley, Berkeley, CA 94720, USA; Department of Molecular and Cellular Biology, University of California Berkeley, Berkeley, CA 94720, USA; Chan Zuckerberg Biohub, San Francisco, CA 94158, USA.",,Yes,,Investigator,"Bateup, Helen",Yes,FN-MI,,,,,,,,,,
25726f5e-bd7c-435a-8cef-d2ba00e510f2,35863352,Stephan Lammel,,Lammel,Stephan,S,"Helen Wills Neuroscience Institute, University of California Berkeley, Berkeley, CA 94720, USA; Department of Molecular and Cellular Biology, University of California Berkeley, Berkeley, CA 94720, USA.",,,,,,,,,,,,,,,,,
