AuthorNo,pmid,name,ORCID,LastName,ForeName,Initials,affiliation,ISEmail,ISBiohub author,Suffix,BiohubAuthor,MatchName,TrustMatch,MatchType,OrcidMatch,EmailMatch,AffiliationMatch,Biohub,Biohub-Funding,Stanford,UCSF,Berkeley,Email,EqualContrib
0adb66d3-e4cb-480c-9235-d442a2bf5ba9,35931766,Nathan H Cho,,Cho,Nathan H,NH,"Chan Zuckerberg Biohub, San Francisco, San Francisco, CA, USA.",,Yes,,,,,,,,,,,,,,,
1908f156-6898-4c35-b968-fbda17935b5a,35931766,Oana Carja,,Carja,Oana,O,"Department of Genetics, Stanford University, Stanford, CA, USA.; Chan Zuckerberg Biohub, San Francisco, San Francisco, CA, USA.; Computational Biology Department, Carnegie Mellon University, Pittsburgh, PA, USA.",,Yes,,,,,,,,,,,,,,,
429c7a24-4402-4d22-baf6-9f3e783b667b,35931766,Mathias Uhlén,https://orcid.org/0000-0002-4858-8056,Uhlén,Mathias,M,"Science for Life Laboratory, School of Engineering Sciences in Chemistry, Biotechnology and Health, KTH - Royal Institute of Technology, Stockholm, Sweden.",,,,,,,,,,,,,,,,,
f30a07df-04a7-4494-8e6f-5838ffdf6c4d,35931766,Adil Mardinoglu,,Mardinoglu,Adil,A,"Science for Life Laboratory, School of Engineering Sciences in Chemistry, Biotechnology and Health, KTH - Royal Institute of Technology, Stockholm, Sweden.; Centre for Host-Microbiome Interactions, Faculty of Dentistry, Oral & Craniofacial Sciences, King's College London, London, UK.",,,,,,,,,,,,,,,,,
fae01188-6191-4341-99a5-13f6e202cea2,35931766,Charlotte Stadler,,Stadler,Charlotte,C,"Science for Life Laboratory, School of Engineering Sciences in Chemistry, Biotechnology and Health, KTH - Royal Institute of Technology, Stockholm, Sweden.",,,,,,,,,,,,,,,,,
39ac4c2c-b6b8-428e-9a71-e93803c414ee,35931766,Cecilia Lindskog,https://orcid.org/0000-0001-5611-1015,Lindskog,Cecilia,C,"Department of Immunology, Genetics and Pathology, Uppsala University, Uppsala, Sweden.",,,,,,,,,,,,,,,,,
2490c20d-2784-423f-a6ef-bffa8858bf2f,35931766,Burcu Ayoglu,https://orcid.org/0000-0001-7843-2960,Ayoglu,Burcu,B,"Science for Life Laboratory, School of Engineering Sciences in Chemistry, Biotechnology and Health, KTH - Royal Institute of Technology, Stockholm, Sweden.",,,,,,,,,,,,,,,,,
1c56337d-24c9-4436-a35c-d0f5aedcee82,35931766,Manuel D Leonetti,,Leonetti,Manuel D,MD,"Chan Zuckerberg Biohub, San Francisco, San Francisco, CA, USA.",,Yes,,Group leader,"Leonetti, Manu",Yes,FN-MI,,,,,,,,,,
a4428fac-31b4-4af1-b362-6789c2641b0f,35931766,Fredrik Pontén,https://orcid.org/0000-0003-0703-3940,Pontén,Fredrik,F,"Department of Immunology, Genetics and Pathology, Uppsala University, Uppsala, Sweden.",,,,,,,,,,,,,,,,,
d7c93e23-c45f-4faa-be33-269ec9b0f4fe,35931766,Devin P Sullivan,,Sullivan,Devin P,DP,"Science for Life Laboratory, School of Engineering Sciences in Chemistry, Biotechnology and Health, KTH - Royal Institute of Technology, Stockholm, Sweden.",,,,,,,,,,,,,,,,,
d58124cc-7420-4671-bab3-cacd16695534,35931766,Emma Lundberg,https://orcid.org/0000-0001-7034-0850,Lundberg,Emma,E,"Science for Life Laboratory, School of Engineering Sciences in Chemistry, Biotechnology and Health, KTH - Royal Institute of Technology, Stockholm, Sweden. emma.lundberg@scilifelab.se.; Department of Genetics, Stanford University, Stanford, CA, USA. emma.lundberg@scilifelab.se.; Chan Zuckerberg Biohub, San Francisco, San Francisco, CA, USA. emma.lundberg@scilifelab.se.",Yes,Yes,,,,,,,,,,,,,,,
d34f2346-06f9-4ffa-87db-1dca96ec486c,35927243,Christoph Sadée,https://orcid.org/0000-0001-7416-1470,Sadée,Christoph,C,"Department of Biochemistry, Stanford University School of Medicine, Stanford, CA, USA.",,,,,,,,,,,,,,,,,
01c06360-ed90-4701-98a6-50a914b0e28e,35927243,Lauren D Hagler,,Hagler,Lauren D,LD,"Department of Biochemistry, Stanford University School of Medicine, Stanford, CA, USA.",,,,,,,,,,,,,,,,,
cb018ea1-6614-4042-9f5a-a29405369164,35927243,Winston R Becker,https://orcid.org/0000-0001-7876-5060,Becker,Winston R,WR,"Biophysics Program, Stanford University School of Medicine, Stanford, CA, USA.",,,,,,,,,,,,,,,,,
5c0ee70f-b3fd-489d-92e4-71f30ff6acdc,35927243,Inga Jarmoskaite,https://orcid.org/0000-0001-5847-5867,Jarmoskaite,Inga,I,"Department of Biochemistry, Stanford University School of Medicine, Stanford, CA, USA.; Department of Genetics, Stanford University School of Medicine, Stanford, CA, USA.",,,,,,,,,,,,,,,,,
5d5f93e4-df68-4aed-a20e-e294657cac08,35927243,Pavanapuresan P Vaidyanathan,,Vaidyanathan,Pavanapuresan P,PP,"Department of Biochemistry, Stanford University School of Medicine, Stanford, CA, USA.; Protillion Biosciences, Burlingame, CA, USA.",,,,,,,,,,,,,,,,,
2804ae02-9308-4ffc-9adf-e7a725b42d95,35927243,Sarah K Denny,,Denny,Sarah K,SK,"Biophysics Program, Stanford University School of Medicine, Stanford, CA, USA.; Scribe Therapeutics, Alameda, CA, USA.",,,,,,,,,,,,,,,,,
757dff14-011e-44cc-97f4-a4a0f63c6cad,35927243,William J Greenleaf,https://orcid.org/0000-0003-1409-3095,Greenleaf,William J,WJ,"Department of Genetics, Stanford University School of Medicine, Stanford, CA, USA.; Department of Applied Physics, Stanford University, Stanford, CA, USA.; Chan Zuckerberg Biohub, San Francisco, CA, USA.",,Yes,,Investigator,"Greenleaf, Will",Yes,FN-MI,True,,,,,,,,,
05cc5159-5cc1-432a-a626-ff597a0dc5ee,35927243,Daniel Herschlag,https://orcid.org/0000-0002-4685-1973,Herschlag,Daniel,D,"Department of Biochemistry, Stanford University School of Medicine, Stanford, CA, USA. herschla@stanford.edu.; Department of Chemical Engineering, Stanford University, Stanford, CA, USA. herschla@stanford.edu.; ChEM-H Institute, Stanford University, Stanford, CA, USA. herschla@stanford.edu.",Yes,,,,,,,,,,,,,,,,
85fba3d7-831e-4fa7-86e3-c9752eaae985,35926435,Wen-Jun Shen,,Shen,Wen-Jun,WJ,"Division of Endocrinology, Gerontology, and Metabolism, Stanford University, Stanford, CA, USA; Veterans Affairs Palo Alto Health Care System, Palo Alto, CA, USA. Electronic address: wenjun@stanford.edu.",Yes,,,,,,,,,,,,,,,,
7e5dba61-0376-47b7-8c11-bccdfb6768ed,35926435,Chris Still,,Still,Chris,C,"Institute for Stem Cell Biology and Regenerative Medicine, Stanford University, Stanford, CA, USA.",,,,,,,,,,,,,,,,,
0a226717-4f31-474e-8acf-0d56a1891449,35926435,Lina Han,,Han,Lina,L,"Division of Endocrinology, Gerontology, and Metabolism, Stanford University, Stanford, CA, USA; Veterans Affairs Palo Alto Health Care System, Palo Alto, CA, USA.",,,,,,,,,,,,,,,,,
8421b853-4a7a-4a8c-81cc-f50aba2c698d,35926435,Pinglin Yang,,Yang,Pinglin,P,"Division of Endocrinology, Gerontology, and Metabolism, Stanford University, Stanford, CA, USA; Veterans Affairs Palo Alto Health Care System, Palo Alto, CA, USA.",,,,,,,,,,,,,,,,,
90dfbb39-a80d-461a-ad40-8c2d3bf566e8,35926435,Jia Chen,,Chen,Jia,J,"Division of Endocrinology, Gerontology, and Metabolism, Stanford University, Stanford, CA, USA; Veterans Affairs Palo Alto Health Care System, Palo Alto, CA, USA.",,,,,,,,,,,,,,,,,
1bd5c478-d1ec-4354-8743-a8dda3a2659d,35926435,Michael Wosczyna,,Wosczyna,Michael,M,"Department of Neurology and Neurological Sciences, Stanford School of Medicine, Stanford, CA, USA.",,,,,,,,,,,,,,,,,
852cf0eb-bdc1-4671-b6b7-480b63c4d720,35926435,Thomas A Rando,,Rando,Thomas A,TA,"Veterans Affairs Palo Alto Health Care System, Palo Alto, CA, USA; Department of Neurology and Neurological Sciences, Stanford School of Medicine, Stanford, CA, USA.",,,,,,,,,,,,,,,,,
2ef3858e-5180-49c5-922a-9fe9c4a92e18,35926435,Benjamin Jean Rene Salmon,,Salmon,Benjamin Jean Rene,BJR,"Division of Plastic and Reconstructive Surgery, Department of Surgery, Stanford School of Medicine, Stanford, CA, USA.",,,,,,,,,,,,,,,,,
a37ab09f-3c25-4a3f-be00-00ea018a80e3,35926435,Kristy C Perez,,Perez,Kristy C,KC,"Division of Plastic and Reconstructive Surgery, Department of Surgery, Stanford School of Medicine, Stanford, CA, USA.",,,,,,,,,,,,,,,,,
67d8ac11-2be8-4fc9-bd5b-e64dbca47645,35926435,Jingtao Li,,Li,Jingtao,J,"Division of Plastic and Reconstructive Surgery, Department of Surgery, Stanford School of Medicine, Stanford, CA, USA.",,,,,,,,,,,,,,,,,
554d2bf9-7462-4505-87b1-6c686483b3d6,35926435,Pedro L Cuevas,,Cuevas,Pedro L,PL,"Division of Plastic and Reconstructive Surgery, Department of Surgery, Stanford School of Medicine, Stanford, CA, USA.",,,,,,,,,,,,,,,,,
750999c8-0f5f-42a6-8662-f12bd8356997,35926435,Bo Liu,,Liu,Bo,B,"Division of Plastic and Reconstructive Surgery, Department of Surgery, Stanford School of Medicine, Stanford, CA, USA.",,,,,,,,,,,,,,,,,
7af47a0e-013d-4383-b195-cda51996faa0,35926435,Salman Azhar,,Azhar,Salman,S,"Division of Endocrinology, Gerontology, and Metabolism, Stanford University, Stanford, CA, USA; Veterans Affairs Palo Alto Health Care System, Palo Alto, CA, USA.",,,,,,,,,,,,,,,,,
16a231ee-0018-4f41-862c-a4023a79fab7,35926435,Jill Helms,,Helms,Jill,J,"Division of Plastic and Reconstructive Surgery, Department of Surgery, Stanford School of Medicine, Stanford, CA, USA.",,,,,,,,,,,,,,,,,
0a25fe73-86a7-4b3f-92aa-3421d2844d29,35926435,Lei S Qi,,Qi,Lei S,LS,"Department of Bioengineering, Stanford University, Stanford, CA, USA; Sarafan ChEM-H, Stanford University, Stanford, CA, USA; Chan Zuckerberg Biohub, San Francisco, Stanford, CA, USA. Electronic address: slqi@stanford.edu.",Yes,Yes,,,,,,,,,,,,,,,
bede55da-0178-48d0-8428-37ef2fd10e73,35926435,Fredric B Kraemer,,Kraemer,Fredric B,FB,"Division of Endocrinology, Gerontology, and Metabolism, Stanford University, Stanford, CA, USA; Veterans Affairs Palo Alto Health Care System, Palo Alto, CA, USA; Stanford Diabetes Research Center, Stanford, CA, USA. Electronic address: fbk@stanford.edu.",Yes,,,,,,,,,,,,,,,,
315b8cf8-eba5-448f-b327-072345702c1e,35917044,Ezzat Hashemi,,Hashemi,Ezzat,E,"Department of Neurology and Neurological Sciences, Stanford University School of Medicine, 1201 Welch Rd, MSLS BLG P212, Stanford, CA, 94305, USA.",,,,,,,,,,,,,,,,,
50386924-88c0-45a1-b368-e0442d1fad5e,35917044,Ezra Yoseph,,Yoseph,Ezra,E,"Department of Neurology and Neurological Sciences, Stanford University School of Medicine, 1201 Welch Rd, MSLS BLG P212, Stanford, CA, 94305, USA.",,,,,,,,,,,,,,,,,
a186800c-7b18-4182-8f0d-8df524b7506f,35917044,Hsing-Chuan Tsai,,Tsai,Hsing-Chuan,HC,"Department of Neurology and Neurological Sciences, Stanford University School of Medicine, 1201 Welch Rd, MSLS BLG P212, Stanford, CA, 94305, USA.",,,,,,,,,,,,,,,,,
2f6bc032-65da-4fb9-9592-fdd38912568c,35917044,Monica Moreno,,Moreno,Monica,M,"Department of Neurology and Neurological Sciences, Stanford University School of Medicine, 1201 Welch Rd, MSLS BLG P212, Stanford, CA, 94305, USA.",,,,,,,,,,,,,,,,,
eed32a5a-8709-4c7f-b19d-62f842f23550,35917044,Li-Hao Yeh,,Yeh,Li-Hao,LH,"Chan Zuckerberg Biohub, San Francisco, CA, USA.",,Yes,,,,,,,,,,,,,,,
1c11a319-fd16-45b6-abef-426b46e4acc4,35917044,Shalin B Mehta,,Mehta,Shalin B,SB,"Chan Zuckerberg Biohub, San Francisco, CA, USA.",,Yes,,Group leader,"Mehta, Shalin",Yes,FN-MI,,,,,,,,,,
36265f48-9966-47a1-b942-bfa2dd062481,35917044,Mari Kono,,Kono,Mari,M,"Genetics and Biochemistry Branch, National Institute of Diabetes and Digestive and Kidney Diseases, NIH, Bethesda, MD, USA.",,,,,,,,,,,,,,,,,
912906e4-97f4-43bb-ba5a-f3eeb3cab3a1,35917044,Richard Proia,,Proia,Richard,R,"Genetics and Biochemistry Branch, National Institute of Diabetes and Digestive and Kidney Diseases, NIH, Bethesda, MD, USA.",,,,,,,,,,,,,,,,,
1ac541c8-0ee9-4ab7-8fb2-392a5d3119eb,35917044,May H Han,https://orcid.org/0000-0002-0955-6641,Han,May H,MH,"Department of Neurology and Neurological Sciences, Stanford University School of Medicine, 1201 Welch Rd, MSLS BLG P212, Stanford, CA, 94305, USA. mayhan@stanford.edu.",Yes,,,,,,,,,,,,,,,,
fc3ae540-f50f-4f10-899e-dcdfb5213b46,35914199,Simiao Chen,,Chen,Simiao,S,"Simiao Chen (simiao.chen@uni-heidelberg.de), Heidelberg University, Heidelberg, Baden-Württemberg, Germany; and Chinese Academy of Medical Sciences and Peking Union Medical College, Beijing, China.",Yes,,,,,,,,,,,,,,,,
a0e35611-51b2-4a96-abf9-acf21da1b025,35914199,Pascal Geldsetzer,,Geldsetzer,Pascal,P,"Pascal Geldsetzer, Stanford University, Stanford, California; and Chan Zuckerberg Biohub, San Francisco, California.",,Yes,,,,,,,,,,,,,,,
7bab183b-a49d-449e-9a34-6f920b312333,35914199,Qiushi Chen,,Chen,Qiushi,Q,"Qiushi Chen, Pennsylvania State University, University Park, Pennsylvania.",,,,,,,,,,,,,,,,,
6c656c5a-9c70-405d-927a-0bb8248c4f35,35914199,Mosa Moshabela,,Moshabela,Mosa,M,"Mosa Moshabela, University of KwaZulu-Natal, Glenwood, Durban, South Africa; and Africa Health Research Institute, Mtubatuba, KwaZulu-Natal, South Africa.",,,,,,,,,,,,,,,,,
5e152196-b882-4d70-8b97-7dd7fa26c1ef,35914199,Lirui Jiao,,Jiao,Lirui,L,"Lirui Jiao, Columbia University, New York, New York.",,,,,,,,,,,,,,,,,
ab66b357-fe25-418b-9f67-bfddc02261cb,35914199,Osondu Ogbuoji,,Ogbuoji,Osondu,O,"Osondu Ogbuoji, Duke University, Durham, North Carolina.",,,,,,,,,,,,,,,,,
a40d3398-c621-4401-86d9-e4831f65f65d,35914199,Ali Sie,,Sie,Ali,A,"Ali Sie, Ministry of Health, Nouna, Burkina Faso.",,,,,,,,,,,,,,,,,
e77f2b61-0b17-45ee-b545-047d420889e5,35914199,Rifat Atun,,Atun,Rifat,R,"Rifat Atun, Harvard University, Boston, Massachusetts.",,,,,,,,,,,,,,,,,
8d6a8642-44c4-4713-bc37-892362f76023,35914199,Till Bärnighausen,,Bärnighausen,Till,T,"Till Bärnighausen, Heidelberg University; Africa Health Research Institute; and Harvard University.",,,,,,,,,,,,,,,,,
52cd3bb1-7591-41e5-8af1-463fc46a6677,35907928,Ziv Lautman,,Lautman,Ziv,Z,"Department of Structural Biology, Stanford University School of Medicine, Stanford, CA, 94305, USA.; Department of Bioengineering, Stanford University, Stanford, CA, 94305, USA.; Molecular Imaging Program at Stanford, Stanford, CA, 94305, USA.",,,,,,,,,,,,,,,,,
83564fdd-ed35-414b-a976-78908f9fd502,35907928,Yonatan Winetraub,,Winetraub,Yonatan,Y,"Department of Structural Biology, Stanford University School of Medicine, Stanford, CA, 94305, USA.; Molecular Imaging Program at Stanford, Stanford, CA, 94305, USA.; Biophysics Program at Stanford, Stanford, CA, 94305, USA.; The Bio-X Program, Stanford, CA, 94305, USA.",,,,,,,,,,,,,,,,,
f2283f0c-8c07-4cd9-988a-c3d028ed6e3b,35907928,Eran Blacher,,Blacher,Eran,E,"Department of Neurology and Neurological Sciences, Stanford School of Medicine, Stanford, CA, 94305, USA.; Department of Biological Chemistry, The Alexander Silberman Institute of Life Sciences, The Hebrew University of Jerusalem, Edmond J. Safra Campus Givat-Ram, 9190401, Jerusalem, Israel.",,,,,,,,,,,,,,,,,
7044b013-7dff-4b12-83c0-66688beab2f4,35907928,Caroline Yu,,Yu,Caroline,C,"Department of Structural Biology, Stanford University School of Medicine, Stanford, CA, 94305, USA.; Molecular Imaging Program at Stanford, Stanford, CA, 94305, USA.",,,,,,,,,,,,,,,,,
83410787-66ae-4014-a339-9b3731ddf38c,35907928,Itamar Terem,,Terem,Itamar,I,"Department of Structural Biology, Stanford University School of Medicine, Stanford, CA, 94305, USA.; Molecular Imaging Program at Stanford, Stanford, CA, 94305, USA.; Department of Electrical Engineering, Stanford University, Stanford, CA, 94305, USA.",,,,,,,,,,,,,,,,,
638c6463-598b-4b72-9eed-a48d58298b41,35907928,Adelaida Chibukhchyan,,Chibukhchyan,Adelaida,A,"Department of Bioengineering, Stanford University, Stanford, CA, 94305, USA.",,,,,,,,,,,,,,,,,
b3e2061d-fd24-44a8-934b-73d5b9040abe,35907928,James H Marshel,,Marshel,James H,JH,"CNC Department, Stanford University, Stanford, CA, 94305, USA.",,,,,,,,,,,,,,,,,
01aa273f-e678-4e57-9803-bb783e5bbecb,35907928,Adam de la Zerda,,de la Zerda,Adam,A,"Department of Structural Biology, Stanford University School of Medicine, Stanford, CA, 94305, USA. adlz@stanford.edu.; Molecular Imaging Program at Stanford, Stanford, CA, 94305, USA. adlz@stanford.edu.; Biophysics Program at Stanford, Stanford, CA, 94305, USA. adlz@stanford.edu.; The Bio-X Program, Stanford, CA, 94305, USA. adlz@stanford.edu.; Department of Electrical Engineering, Stanford University, Stanford, CA, 94305, USA. adlz@stanford.edu.; The Chan Zuckerberg Biohub, San Francisco, CA, 94158, USA. adlz@stanford.edu.",Yes,Yes,,Investigator,"de la Zerda, Adam",Yes,FN-NMI,,,,,,,,,,
c373c3e3-259a-4755-bdfe-372d64237a26,35904162,David McIntyre,https://orcid.org/0000-0003-3508-4139,McIntyre,David,D,"Biomedical Engineering Department, Boston University, MA, USA.; Biological Design Center, Boston University, Boston, MA, USA. dougd@bu.edu.",Yes,,,,,,,,,,,,,,,,
bc95f284-7182-4c71-9ec6-6065c1d68f62,35904162,Ali Lashkaripour,https://orcid.org/0000-0002-1734-9634,Lashkaripour,Ali,A,"Department of Bioengineering, Stanford University, Stanford, CA, USA.; Department of Genetics, Stanford University, Stanford, CA, USA.",,,,,,,,,,,,,,,,,
cd0478be-8523-4831-9ef6-2264fedace91,35904162,Polly Fordyce,https://orcid.org/0000-0002-9505-0638,Fordyce,Polly,P,"Department of Bioengineering, Stanford University, Stanford, CA, USA.; Department of Genetics, Stanford University, Stanford, CA, USA.; Chan-Zuckerberg Biohub, San Francisco, CA, USA.",,Yes,,Investigator,"Fordyce, Polly",Yes,FN,True,,,,,,,,,
c31f23a7-3d5c-48ff-a31a-55738a2d38df,35904162,Douglas Densmore,https://orcid.org/0000-0002-7666-6808,Densmore,Douglas,D,"Biological Design Center, Boston University, Boston, MA, USA. dougd@bu.edu.; Electrical & Computer Engineering Department, Boston University, Boston, MA, USA.",Yes,,,,,,,,,,,,,,,,
d2a84985-cbff-48c5-96b7-3939bf890e6d,35902590,Kaihua Zhang,https://orcid.org/0000-0003-3734-3624,Zhang,Kaihua,K,"Department of Biochemistry and Biophysics, University of California San Francisco, San Francisco, CA, 94158, USA.",,,,,,,,,,,,,,,,,
fb732f3a-0074-485a-bab9-f78334a8d62e,35902590,Hao Wu,,Wu,Hao,H,"Department of Biochemistry and Biophysics, University of California San Francisco, San Francisco, CA, 94158, USA.",,,,,,,,,,,,,,,,,
d19bd327-9c2a-47c3-a9d9-34769f0ef46a,35902590,Nicholas Hoppe,https://orcid.org/0000-0003-0265-5337,Hoppe,Nicholas,N,"Department of Pharmaceutical Chemistry, University of California San Francisco, San Francisco, CA, 94158, USA.",,,,,,,,,,,,,,,,,
ff7b85e8-feac-423d-9d80-4c483ef3bcfe,35902590,Aashish Manglik,https://orcid.org/0000-0002-7173-3741,Manglik,Aashish,A,"Department of Pharmaceutical Chemistry, University of California San Francisco, San Francisco, CA, 94158, USA. Aashish.Manglik@ucsf.edu.; Department of Anesthesia and Perioperative Care, University of California San Francisco, San Francisco, CA, 94158, USA. Aashish.Manglik@ucsf.edu.; Chan Zuckerberg Biohub, San Francisco, CA, 94158, USA. Aashish.Manglik@ucsf.edu.",Yes,Yes,,,,,,,,,,,,,,,
baf91987-f230-457f-b03a-0eaf6d90d512,35902590,Yifan Cheng,https://orcid.org/0000-0001-9535-0369,Cheng,Yifan,Y,"Department of Biochemistry and Biophysics, University of California San Francisco, San Francisco, CA, 94158, USA. Yifan.Cheng@ucsf.edu.; Howard Hughes Medical Institute, University of California San Francisco, San Francisco, CA, 94158, USA. Yifan.Cheng@ucsf.edu.",Yes,,,,,,,,,,,,,,,,
1ca05aab-1728-4ee2-aa4f-1cc713ba7ded,35896747,Eric V Dang,,Dang,Eric V,EV,"Department of Biochemistry and Biophysics, University of California, San Francisco, CA, USA.",,,,,,,,,,,,,,,,,
6703c617-37e6-4009-a6b7-8f7224fc37ec,35896747,Susan Lei,,Lei,Susan,S,"Department of Biochemistry and Biophysics, University of California, San Francisco, CA, USA.",,,,,,,,,,,,,,,,,
41cba85e-4f97-4a49-8969-097c8cb02efc,35896747,Atanas Radkov,,Radkov,Atanas,A,"Department of Biochemistry and Biophysics, University of California, San Francisco, CA, USA.",,,,,,,,,,,,,,,,,
9b698d33-7ac2-4f9f-ad6f-31053b3fe33e,35896747,Regan F Volk,https://orcid.org/0000-0001-6748-719X,Volk,Regan F,RF,"Department of Pharmaceutical Chemistry, University of California, San Francisco, CA, USA.; Cardiovascular Research Institute, University of California, San Francisco, CA, USA.",,,,,,,,,,,,,,,,,
d20212e2-f92a-497d-9e2a-0f446e5f7773,35896747,Balyn W Zaro,https://orcid.org/0000-0002-8938-9889,Zaro,Balyn W,BW,"Department of Pharmaceutical Chemistry, University of California, San Francisco, CA, USA.; Cardiovascular Research Institute, University of California, San Francisco, CA, USA.",,,,,,,,,,,,,,,,,
dce7135c-f0f2-4765-8fa1-c27ec87c138b,35896747,Hiten D Madhani,,Madhani,Hiten D,HD,"Department of Biochemistry and Biophysics, University of California, San Francisco, CA, USA. hitenmadhani@gmail.com.; Chan-Zuckerberg Biohub, San Francisco, CA, USA. hitenmadhani@gmail.com.",Yes,Yes,,Investigator,"Madhani, Hiten",Yes,FN-MI,,,,,,,,,,
7cec991b-a92f-4fb5-9ba2-a144ccddcc95,35896733,Brenda Andrews,,Andrews,Brenda,B,"The Donnelly Centre and the Department of Molecular Genetics, University of Toronto, Toronto, Canada.",,,,,,,,,,,,,,,,,
64767e4c-ee7b-4c03-b363-61501ca31542,35896733,Jae-Byum Chang,,Chang,Jae-Byum,JB,"Department of Materials Science and Engineering, Korea Advanced Institute of Science and Technology, Daejeon, South Korea.",,,,,,,,,,,,,,,,,
59ea1cdf-313c-4223-8a1c-987bf005ee36,35896733,Lucy Collinson,,Collinson,Lucy,L,"Electron Microscopy Science Technology Platform, The Francis Crick Institute, London, UK.",,,,,,,,,,,,,,,,,
aeb37a6c-d15b-4fe4-b148-7e76b2722fa4,35896733,Dong Li,,Li,Dong,D,"National Laboratory of Biomacromolecules, CAS Center for Excellence in Biomacromolecules, Institute of Biophysics, Chinese Academy of Sciences, Beijing, China.; College of Life Sciences, University of Chinese Academy of Sciences, Beijing, China.",,,,,,,,,,,,,,,,,
8bf89d91-1aae-4728-a5cc-0c1d90ce8c04,35896733,Emma Lundberg,,Lundberg,Emma,E,"Science for Life Laboratory, School of Engineering Sciences in Chemistry, Biotechnology and Health, KTH - Royal Institute of Technology, Stockholm, Sweden.; Department of Bioengineering, Stanford University, Stanford, CA, USA.; Department of Pathology, Stanford University, Stanford, CA, USA.; Chan Zuckerberg Biohub, San Francisco, CA, USA.",,Yes,,,,,,,,,,,,,,,
7ccf3b2f-8806-46e1-a8a8-3de7b3957907,35896733,Julia Mahamid,,Mahamid,Julia,J,"Science for Life Laboratory, School of Engineering Sciences in Chemistry, Biotechnology and Health, KTH - Royal Institute of Technology, Stockholm, Sweden.; Structural and Computational Biology Unit, Cell Biology and Biophysics Unit, European Molecular Biology Laboratory (EMBL), Heidelberg, Germany.",,,,,,,,,,,,,,,,,
572205f0-68c4-4b46-aa9e-8dbe24e96b0b,35896733,Suliana Manley,,Manley,Suliana,S,"Institute of Physics, École Polytechnique Fédérale de Lausanne (EPFL), Lausanne, Switzerland.",,,,,,,,,,,,,,,,,
144fb01b-7beb-444e-b5c1-3f0f33321f4b,35896733,Musa Mhlanga,,Mhlanga,Musa,M,"Epigenomics & Single Cell Biophysics Group, Department of Cell Biology FNWI, Radboud University, Nijmegen, The Netherlands.; Department of Human Genetics, Radboud University Medical Center, Nijmegen, The Netherlands.; Radboud Institute for Molecular Life Sciences, Nijmegen, The Netherlands.",,,,,,,,,,,,,,,,,
410c1ddf-4d90-4bb3-b467-5ee3aaf53f66,35896733,Akihiko Nakano,,Nakano,Akihiko,A,"Live Cell Super-Resolution Imaging Research Team, RIKEN Center for Advanced Photonics, Wako, Saitama, Japan.",,,,,,,,,,,,,,,,,
ae3eed96-4992-44fb-b6e2-c00a4b717b8a,35896733,Johannes Schöneberg,,Schöneberg,Johannes,J,"Center for Neural Circuits and Behavior, University of California, San Diego, CA, USA.",,,,,,,,,,,,,,,,,
91963058-bc69-4ec6-a074-060b3124baae,35896733,David Van Valen,,Van Valen,David,D,"Division of Biology and Bioengineering, California Institute of Technology, Pasadena, CA, USA.",,,,,,,,,,,,,,,,,
4ed14534-6ff5-4301-9b48-1d920a3ed24b,35896733,Ting 'c-Ting' Wu,,Wu,Ting 'c-Ting',T',"Department of Genetics, Harvard Medical School, Boston, MA, USA.; Wyss Institute, Harvard University, Boston, MA, USA.",,,,,,,,,,,,,,,,,
46b61572-d9d4-4abc-94c2-a13f28f9ad65,35896733,Assaf Zaritsky,,Zaritsky,Assaf,A,"Department of Software and Information Systems Engineering, Ben-Gurion University of the Negev, Beer-Sheva, Israel.",,,,,,,,,,,,,,,,,
9fe347dc-bae7-45c2-89d8-2ad828d3997b,35895370,Christina Yek,,Yek,Christina,C,"Department of Critical Care Medicine, National Institutes of Health Clinical Center, Bethesda, Maryland.; Laboratory of Malaria and Vector Research, National Institute of Allergy and Infectious Diseases, National Institutes of Health, Rockville, Maryland.",,,,,,,,,,,,,,,,,
e434fbbb-2eab-4b96-ba9e-5b194f6a8e5e,35895370,Sreyngim Lay,,Lay,Sreyngim,S,"International Center of Excellence in Research, National Institute of Allergy and Infectious Diseases, National Institutes of Health, Phnom Penh, Cambodia.",,,,,,,,,,,,,,,,,
46de2d27-10fc-4ec1-a736-09d0c20f04c6,35895370,Jennifer A Bohl,,Bohl,Jennifer A,JA,"Vaccine Research Center, National Institute of Allergy and Infectious Diseases, National Institutes of Health, Bethesda, Maryland.",,,,,,,,,,,,,,,,,
81a3e3ea-fd2c-4d26-8d4c-f497c1ed9715,35895370,Somnang Man,,Man,Somnang,S,"International Center of Excellence in Research, National Institute of Allergy and Infectious Diseases, National Institutes of Health, Phnom Penh, Cambodia.; National Center of Parasitology, Entomology, and Malaria Control, Phnom Penh, Cambodia.",,,,,,,,,,,,,,,,,
26768d7c-e716-4dfb-ae5d-7ee67ff2e8a6,35895370,Sophana Chea,,Chea,Sophana,S,"International Center of Excellence in Research, National Institute of Allergy and Infectious Diseases, National Institutes of Health, Phnom Penh, Cambodia.",,,,,,,,,,,,,,,,,
a148080f-3f37-42e0-82a7-5391a69a080d,35895370,Chanthap Lon,,Lon,Chanthap,C,"International Center of Excellence in Research, National Institute of Allergy and Infectious Diseases, National Institutes of Health, Phnom Penh, Cambodia.",,,,,,,,,,,,,,,,,
